weight,care_responsibility,heard_before,realistic,enthusiastic,worried,willing_to_use,less_worried_about_family_care,society_saves_money,treat_robot_like_friend,older_adults_more_isolated,older_adults_more_independent,only_for_people_who_cannot_afford_human_caregiver,camera_human_operator,positive_reason_1,positive_reason_2,positive_reason_3,negative_reason_1,negative_reason_2
3.875184,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Other,
0.8842169,Not at all likely,A little,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,Better quality of care,,,
0.3515576,Very likely,A little,Not very realistic,Not too enthusiastic,Not too worried,No,"No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,,,,Refused / No answer,
7.4234163,Very likely,A lot,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Refused / No answer,,,,
0.4265234,Somewhat likely,,,,,,,,,,,,,,,,,
0.6086396,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Always available,Greater independence,Save money,,
1.4763721,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
1.1446494,Not too likely,,,,,,,,,,,,,,,,,
7.4234163,Not too likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Just don't like it,
0.4878773,Somewhat likely,,,,,,,,,,,,,,,,,
1.7194918,Very likely,A lot,Extremely realistic,Very enthusiastic,Very worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Other,,,,
0.1040781,Not at all likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Refused,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,,
1.3099635,Not too likely,,,,,,,,,,,,,,,,,
1.4350426,Very likely,,,,,,,,,,,,,,,,,
0.0990741,Very likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Worried about errors,
4.3276359,Somewhat likely,,,,,,,,,,,,,,,,,
1.5143684,Not at all likely,,,,,,,,,,,,,,,,,
5.3845668,Not too likely,,,,,,,,,,,,,,,,,
0.334641,I am already doing this,A little,Not at all realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.8509612,Very likely,,,,,,,,,,,,,,,,,
0.1082794,Somewhat likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not at all worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Other,
3.4673911,Very likely,,,,,,,,,,,,,,,,,
0.4165505,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",No difference,,,,Human factor lacking,
0.1156322,I am already doing this,A lot,Not very realistic,Not too enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
0.1264006,Refused,,,,,,,,,,,,,,,,,
0.9489169,Very likely,,,,,,,,,,,,,,,,,
0.6668457,Very likely,,,,,,,,,,,,,,,,,
1.6983414,Very likely,,,,,,,,,,,,,,,,,
0.1421596,Not too likely,,,,,,,,,,,,,,,,,
1.2179097,Somewhat likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Worried about errors,
0.2849616,Not too likely,,,,,,,,,,,,,,,,,
2.5886977,Somewhat likely,A lot,Extremely realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,Reduce burden on family,,,,
0.792629,Very likely,A little,Somewhat realistic,Not too enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Safety / Security,,,,
0.2072884,Not too likely,Nothing at all,Not very realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Reduce burden on family,Household assistance,,,
1.7582132,Somewhat likely,,,,,,,,,,,,,,,,,
0.3725377,I am already doing this,,,,,,,,,,,,,,,,,
0.3181284,Not too likely,,,,,,,,,,,,,,,,,
0.5006805,Very likely,,,,,,,,,,,,,,,,,
3.4726654,Not at all likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
1.7355163,Somewhat likely,,,,,,,,,,,,,,,,,
0.797224,Somewhat likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not at all worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.6250386,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,,,,Caregiving is family's job,Human factor lacking
0.1013777,Very likely,A lot,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Greater independence,,,,
1.5794251,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Refused / No answer,,,,
0.1080837,Very likely,A little,Extremely realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Always available,,,,
0.2587413,Not too likely,,,,,,,,,,,,,,,,,
0.7390243,Very likely,,,,,,,,,,,,,,,,,
1.5283246,Very likely,,,,,,,,,,,,,,,,,
0.2663563,Somewhat likely,,,,,,,,,,,,,,,,,
0.4633224,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Refused / No answer,
0.4620435,Somewhat likely,,,,,,,,,,,,,,,,,
0.1064719,Very likely,A little,Not very realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Better,,,,Refused / No answer,
0.6910827,Not too likely,A little,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,Safety / Security,,,
1.5846793,Not at all likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
0.2304807,Somewhat likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
7.2697574,Very likely,,,,,,,,,,,,,,,,,
0.8071067,Not too likely,,,,,,,,,,,,,,,,,
1.4901364,Not at all likely,,,,,,,,,,,,,,,,,
1.6891105,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
0.419766,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Cost,
0.5433387,Somewhat likely,,,,,,,,,,,,,,,,,
0.1876583,Somewhat likely,,,,,,,,,,,,,,,,,
0.4406932,Very likely,Nothing at all,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
1.4182953,Somewhat likely,,,,,,,,,,,,,,,,,
0.1973623,Very likely,,,,,,,,,,,,,,,,,
0.649982,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Refused / No answer,
2.1389803,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Worse,Always available,,,,
2.9417833,Somewhat likely,,,,,,,,,,,,,,,,,
1.1721586,Not too likely,A little,Extremely realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Worse,Companion,Household assistance,,,
2.9240529,I am already doing this,,,,,,,,,,,,,,,,,
3.3166957,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.1189745,Not too likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Human factor lacking,
0.4335834,Very likely,,,,,,,,,,,,,,,,,
1.7231788,Not too likely,,,,,,,,,,,,,,,,,
0.5988792,Very likely,,,,,,,,,,,,,,,,,
5.9246051,Very likely,,,,,,,,,,,,,,,,,
1.2235711,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Greater independence,,,,
0.1471588,Not at all likely,,,,,,,,,,,,,,,,,
0.8982516,Somewhat likely,,,,,,,,,,,,,,,,,
2.2462843,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,Greater independence,,,,
0.8404907,Somewhat likely,,,,,,,,,,,,,,,,,
2.2990625,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,Yes,"No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,Companion,,,,
0.6265144,Somewhat likely,,,,,,,,,,,,,,,,,
1.8369281,Somewhat likely,,,,,,,,,,,,,,,,,
1.2646072,Somewhat likely,,,,,,,,,,,,,,,,,
1.6249673,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Human factor lacking,
3.5771156,Very likely,,,,,,,,,,,,,,,,,
0.3218304,I am already doing this,Nothing at all,Not very realistic,Not at all enthusiastic,Very worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Refused,Better,,,,Refused / No answer,
0.2756822,Somewhat likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Refused,Worse,,,,Other,
0.7327756,Somewhat likely,,,,,,,,,,,,,,,,,
0.3597367,Not too likely,A lot,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Greater independence,Save money,,,
3.6907534,Somewhat likely,,,,,,,,,,,,,,,,,
0.5739938,Very likely,A lot,Extremely realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Better quality of care,,,,
0.2305897,Very likely,,,,,,,,,,,,,,,,,
0.6019744,Not too likely,,,,,,,,,,,,,,,,,
0.3108671,Somewhat likely,,,,,,,,,,,,,,,,,
6.3381156,Very likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Other,
0.7894911,Somewhat likely,,,,,,,,,,,,,,,,,
0.8298351,Not at all likely,,,,,,,,,,,,,,,,,
0.1139551,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
1.1654026,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Greater independence,,,,
5.9652812,Very likely,,,,,,,,,,,,,,,,,
1.3225121,Very likely,,,,,,,,,,,,,,,,,
5.6621816,Very likely,,,,,,,,,,,,,,,,,
0.0879108,Very likely,Nothing at all,Not at all realistic,Very enthusiastic,Not at all worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
1.7127305,Somewhat likely,,,,,,,,,,,,,,,,,
0.9446429,Very likely,,,,,,,,,,,,,,,,,
1.4153497,Very likely,,,,,,,,,,,,,,,,,
0.8851812,Somewhat likely,,,,,,,,,,,,,,,,,
0.846999,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.3194889,Somewhat likely,A little,Not very realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Worried about errors,
0.944727,Very likely,,,,,,,,,,,,,,,,,
1.6467094,Very likely,,,,,,,,,,,,,,,,,
0.2704536,Very likely,,,,,,,,,,,,,,,,,
1.103047,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
2.2149949,Somewhat likely,,,,,,,,,,,,,,,,,
0.9619908,Not too likely,Nothing at all,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Better,Greater independence,,,,
1.4578912,Somewhat likely,,,,,,,,,,,,,,,,,
0.4137078,Somewhat likely,,,,,,,,,,,,,,,,,
0.3410849,Very likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
6.1576172,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Refused / No answer,,,,
0.1040202,I am already doing this,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
5.0962877,Very likely,,,,,,,,,,,,,,,,,
0.4417356,Very likely,A little,Somewhat realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Save money,Better quality of care,,,
0.1473052,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Companion,,,,
7.4234163,Not too likely,,,,,,,,,,,,,,,,,
1.8089197,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.330932,Very likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not too worried,No,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Refused,No difference,,,,Human factor lacking,
0.6036207,Somewhat likely,Nothing at all,Refused,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","No, not likely",Refused,"No, not likely",Worse,,,,Worried about errors,
0.2302862,I am already doing this,A little,Not very realistic,Not at all enthusiastic,Not at all worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
4.5645127,I am already doing this,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Save money,Reduce burden on family,,,
2.1948448,Somewhat likely,A little,Somewhat realistic,Very enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Cool factor,,,,
1.9460541,Very likely,,,,,,,,,,,,,,,,,
2.0836688,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
